company,totalyearlycompensation,yearsofexperience,Masters_Degree,Bachelors_Degree,Doctorate_Degree,state,city
Large,231000,5.0,0,0,0,CA,San Francisco
Small,151000,13.0,1,0,0,NC,Raleigh
Large,540000,10.0,0,0,1,WA,Seattle
Small,390000,20.0,0,0,0,CA,Santa Clara
Small,143000,0.0,1,0,0,WA,Seattle
Small,130000,6.0,0,0,0,DC,Washington
Large,265000,10.0,0,0,1,MA,Boston
Small,270000,3.0,0,0,1,NY,New York
Small,260000,5.0,1,0,0,CA,Sunnyvale
Small,192000,2.0,0,0,0,CA,San Francisco
Small,194000,5.0,1,0,0,VA,Arlington
Small,350000,13.0,0,0,1,CA,San Jose
Large,205000,2.0,1,0,0,NY,New York
Small,60000,2.0,0,0,0,MA,Boston
Small,420000,15.0,0,0,1,CA,San Jose
Small,205000,4.0,1,0,0,CA,San Jose
Small,185000,3.0,1,0,0,WA,Seattle
Large,210000,3.0,0,0,1,MA,Boston
Small,247000,10.0,0,0,0,DC,Washington
Medium,346000,12.0,0,0,1,WA,Seattle
Small,412000,13.0,1,0,0,CA,San Francisco
Large,236000,2.0,1,0,0,NY,New York
Medium,210000,0.0,0,0,1,CA,San Francisco
Small,120000,3.0,0,0,0,AZ,Phoenix
Small,250000,10.0,1,0,0,CA,San Francisco
Large,324000,6.0,0,0,0,CA,San Francisco
Small,135000,1.0,0,0,0,NY,New York
Small,140000,0.0,0,0,1,PA,Plymouth Meeting
Medium,300000,10.0,1,0,0,CA,Cupertino
Small,145000,4.0,1,0,0,GA,Atlanta
Small,173000,5.0,0,0,0,NY,New York
Large,141000,2.0,1,0,0,MA,Cambridge
Medium,175000,0.0,0,0,0,CA,Sunnyvale
Small,190000,4.0,0,0,1,NY,New York
Large,228000,2.0,0,0,1,NY,New York
Small,160000,20.0,0,0,0,NJ,Jersey City
Small,170000,5.0,0,0,0,NY,New York
Small,260000,5.0,0,0,1,CA,San Francisco
Small,180000,8.0,1,0,0,CA,South San Francisco
Large,211000,0.0,0,0,1,CA,Sunnyvale
Large,250000,5.0,1,0,0,CA,Menlo Park
Small,315000,18.0,1,0,0,TX,Dallas
Small,179000,11.0,0,0,0,CA,Sunnyvale
Small,256000,4.0,1,0,0,CA,San Francisco
Large,185000,0.0,1,0,0,WA,Seattle
Small,405000,6.0,0,0,0,CA,San Francisco
Small,200000,7.0,1,0,0,CA,South San Francisco
Large,155000,2.0,1,0,0,WA,Seattle
Small,145000,12.0,0,0,0,CA,San Jose
Small,168000,1.0,0,0,0,CA,San Francisco
Large,221000,8.0,0,0,1,WA,Seattle
Small,36000,2.0,0,0,0,IN,Brazil
Small,130000,2.0,1,0,0,NY,New York
Large,175000,3.0,1,0,0,WA,Seattle
Small,156000,7.0,1,0,0,CO,Broomfield
Small,280000,10.0,1,0,0,DC,Washington
Medium,175000,1.0,0,0,0,CA,San Francisco
Large,205000,0.0,0,0,1,WA,Redmond
Small,302000,3.0,0,0,0,CA,San Francisco
Small,203000,8.0,1,0,0,CA,Mountain View
Small,180000,5.0,1,0,0,OR,Portland
Medium,460000,10.0,0,0,0,CA,Mountain View
Medium,282000,9.0,1,0,0,CA,San Francisco
Large,200000,2.0,1,0,0,NY,New York
Small,185000,9.0,1,0,0,CA,Foster City
Large,191000,0.0,1,0,0,WA,Redmond
Small,100000,1.0,1,0,0,CA,Irvine
Small,240000,5.0,1,0,0,CA,San Francisco
Large,380000,17.0,0,0,1,CA,San Francisco
Large,260000,8.0,0,0,1,NY,New York
Large,200000,8.0,1,0,0,WA,Seattle
Large,315000,11.0,0,0,0,CA,Menlo Park
Small,150000,3.0,1,0,0,TX,Houston
Small,197000,5.0,0,0,0,CA,San Francisco
Medium,252000,6.0,1,0,0,CA,Cupertino
Large,250000,6.0,1,0,0,WA,Seattle
Small,300000,3.0,0,0,1,NY,New York
Small,279000,4.0,1,0,0,CA,San Francisco
Large,157000,0.0,1,0,0,CA,Menlo Park
Large,142000,2.0,0,0,1,WA,Redmond
Large,162000,3.0,0,0,0,WA,Redmond
Large,162000,1.0,1,0,0,WA,Seattle
Small,467000,2.0,0,0,1,CA,Los Gatos
Small,200000,7.0,0,0,1,CA,Los Angeles
Large,132000,15.0,1,0,0,MA,Cambridge
Medium,120000,0.0,1,0,0,NY,Armonk
Large,295000,5.0,0,0,1,CA,San Francisco
Small,143000,4.0,1,0,0,AZ,Chandler
Large,221000,10.0,1,0,0,CA,Menlo Park
Large,275000,10.0,0,0,1,CA,San Francisco
Small,220000,4.0,0,0,0,WA,Seattle
Medium,330000,2.0,0,0,1,CA,San Francisco
Small,330000,5.0,0,0,1,CA,Sunnyvale
Large,180000,2.0,1,0,0,WA,Redmond
Small,330000,0.0,0,0,1,NY,New York
Small,220000,6.0,0,0,0,CA,San Francisco
Small,325000,2.0,0,0,0,CA,San Francisco
Medium,270000,5.0,1,0,0,CA,San Francisco
Small,295000,5.0,0,0,0,CA,San Francisco
Small,110000,5.0,0,0,0,MA,Boston
Small,140000,6.0,0,0,1,GA,Atlanta
Medium,179000,3.0,0,0,0,CA,San Jose
Small,157000,2.0,0,0,1,NY,New York
Large,220000,10.0,1,0,0,WA,Redmond
Small,275000,8.0,0,0,0,CA,San Francisco
Large,185000,3.0,0,0,0,NY,New York
Small,400000,6.0,1,0,0,CA,Los Gatos
Small,140000,2.0,1,0,0,CA,Santa Clara
Small,165000,9.0,1,0,0,WA,Seattle
Small,266000,4.0,1,0,0,CO,Boulder
Medium,252000,5.0,1,0,0,CA,Cupertino
Large,245000,11.0,1,0,0,WA,Seattle
Large,154000,0.0,0,0,0,WA,Seattle
Large,320000,8.0,0,0,1,WA,Seattle
Small,207000,4.0,1,0,0,MA,Boston
Small,144000,26.0,1,0,0,DC,Washington
Small,189000,3.0,1,0,0,CA,San Bruno
Large,200000,3.0,1,0,0,CA,Menlo Park
Small,450000,4.0,0,0,1,CA,San Francisco
Small,191000,10.0,0,0,0,NY,New York
Small,400000,5.0,0,0,0,CA,San Francisco
Large,191000,4.0,1,0,0,CA,Palo Alto
Small,296000,4.0,0,0,0,CA,San Francisco
Small,140000,0.0,0,0,1,MA,Boston
Large,300000,3.0,0,0,1,WA,Seattle
Medium,451000,12.0,1,0,0,CA,Palo Alto
Small,321000,5.0,0,0,0,CA,Redwood City
Small,200000,7.0,1,0,0,CA,San Francisco
Medium,332000,7.0,1,0,0,CA,San Francisco
Small,170000,2.0,1,0,0,CA,San Jose
Small,175000,2.0,0,0,1,CA,San Diego
Small,192000,4.0,1,0,0,NY,New York
Large,325000,7.0,1,0,0,CA,San Francisco
Small,190000,15.0,1,0,0,WA,Seattle
Large,211000,0.0,0,0,1,CA,Sunnyvale
Small,128000,2.0,1,0,0,NY,New York
Small,150000,1.0,0,0,0,MN,Minneapolis
Small,165000,4.0,0,0,1,CA,Los Angeles
Small,230000,2.0,0,0,0,NY,New York
Small,141000,3.0,0,0,1,DC,Washington
Large,158000,6.0,1,0,0,WA,Seattle
Small,730000,12.0,0,0,0,CA,San Francisco
Small,110000,5.0,0,0,0,DC,Washington
Large,167000,2.0,1,0,0,WA,Seattle
Small,300000,0.0,0,0,0,NY,New York
Small,230000,6.0,1,0,0,WA,Bellevue
Large,370000,5.0,0,0,1,NY,New York
Small,75000,1.0,1,0,0,VA,Fairfax
Small,280000,2.0,1,0,0,CA,San Francisco
Large,190000,2.0,0,0,1,WA,Redmond
Small,160000,7.0,1,0,0,MA,Boston
Small,155000,4.0,0,0,1,GA,Atlanta
Medium,645000,7.0,1,0,1,WA,Redmond
Small,170000,6.0,1,0,0,WA,Seattle
Small,263000,11.0,1,0,0,AR,Bentonville
Small,125000,1.0,0,0,0,CA,San Francisco
Small,134000,2.0,1,0,0,TX,Austin
Small,250000,4.0,1,0,0,CA,Emeryville
Small,300000,5.0,0,0,0,OR,Portland
Small,206000,4.0,0,0,0,WA,Seattle
Small,213000,2.0,0,0,1,CA,San Francisco
Large,172000,0.0,0,0,1,GA,Atlanta
Small,245000,5.0,0,0,1,OR,Portland
Large,156000,16.0,1,0,0,CA,San Juan Bautista
Large,156000,16.0,1,0,0,CA,San Juan Bautista
Small,190000,4.0,0,0,0,NY,New York
Medium,215000,2.0,1,0,1,CA,San Francisco
Large,222000,2.0,0,0,1,NC,Charlotte
Small,236000,2.0,1,0,0,CA,San Francisco
Small,180000,5.0,0,0,0,NY,New York
Medium,169000,3.0,0,0,0,CA,Los Angeles
Small,140000,1.0,0,0,0,DC,Washington
Small,146000,3.0,1,0,0,CA,San Jose
Small,140000,7.0,0,0,0,CA,Redwood City
Small,380000,2.0,1,0,1,CA,Santa Monica
Small,175000,3.0,1,0,0,CA,Foster City
Small,230000,7.0,1,0,0,CA,San Francisco
Large,195000,5.0,1,0,0,WA,Redmond
Medium,311000,8.0,1,0,0,CA,San Francisco
Small,75000,0.0,1,0,0,IL,Naperville
Small,300000,10.0,0,0,1,CA,Sunnyvale
Small,131000,6.0,1,0,0,AR,Bentonville
Medium,98000,0.0,0,0,0,IL,Chicago
Large,220000,3.0,1,0,0,NY,New York
Large,167000,2.0,1,0,0,WA,Seattle
Large,225000,2.0,1,0,0,CA,Menlo Park
Small,350000,6.0,0,0,1,MA,Cambridge
Small,136000,4.0,0,0,0,IL,Chicago
Small,108000,0.0,1,0,0,CT,Hartford
Small,115000,4.0,1,0,0,DC,Washington
Large,228000,3.0,0,0,1,NY,New York
Medium,162000,1.0,0,0,0,CA,San Francisco
Small,375000,0.0,0,0,0,CA,Los Gatos
Small,160000,8.0,1,0,0,TX,Houston
Small,90000,2.0,1,0,0,CA,Irvine
Large,262000,2.0,1,0,0,NY,New York
Small,340000,10.0,0,0,1,CA,San Francisco
Small,110000,2.0,0,0,0,NC,Raleigh
Large,170000,3.0,1,0,0,CA,San Francisco
Small,173000,7.0,0,0,1,OR,Hillsboro
Small,220000,7.0,1,0,1,CA,San Jose
Small,180000,5.0,0,0,1,NC,Charlotte
Small,213000,3.0,0,0,1,CA,San Diego
Small,153000,1.0,0,0,0,CA,Sunnyvale
Small,165000,0.0,0,0,1,CA,San Francisco
Small,320000,6.0,0,0,0,CA,San Francisco
Medium,220000,4.0,0,0,0,CA,San Francisco
Small,177000,2.0,1,0,0,WA,Seattle
Medium,120000,2.0,1,0,0,GA,Atlanta
Medium,100000,0.0,1,0,0,GA,Atlanta
Medium,270000,3.0,0,0,1,CA,Mountain View
Small,244000,5.0,1,0,0,CO,Boulder
Small,450000,5.0,0,0,0,CA,San Francisco
Small,100000,2.0,1,0,0,NC,Raleigh
Small,175000,2.0,1,0,0,CA,Santa Clara
Large,550000,7.0,0,0,1,CA,Sunnyvale
Small,237000,4.0,1,0,0,CA,San Francisco
Small,142000,4.0,1,0,0,WA,Seattle
Small,150000,1.0,1,0,0,NY,New York
Small,190000,5.0,1,0,0,CA,Mountain View
Large,330000,10.0,1,0,0,CA,San Francisco
Large,314000,7.0,1,0,0,CA,Palo Alto
Small,105000,2.0,0,0,1,FL,Gainesville
Large,150000,3.0,1,0,0,WA,Redmond
Small,140000,3.0,1,0,0,VA,Fairfax
Small,98000,4.0,0,0,0,VA,Alexandria
Medium,270000,5.0,0,0,0,CA,Cupertino
Small,125000,1.0,0,0,1,NY,New York
Small,150000,4.0,1,0,0,NY,New York
Small,160000,3.0,1,0,0,NY,New York
Small,318000,6.0,0,0,1,FL,Miami
Large,216000,4.0,0,0,1,CA,Palo Alto
Large,170000,5.0,1,0,0,WA,Seattle
Small,184000,3.0,0,0,0,CA,Pleasanton
Large,191000,1.0,0,0,1,WA,Redmond
Small,200000,4.0,0,0,0,CA,San Francisco
Medium,270000,4.0,0,0,1,CA,Sunnyvale
Small,165000,4.0,0,0,1,CA,Santa Monica
Large,191000,3.0,1,0,0,NY,New York
Small,222000,7.0,0,0,1,CA,San Francisco
Small,134000,2.0,0,0,1,VA,Richmond
Medium,144000,2.0,1,0,0,CA,Cupertino
Large,140000,2.0,0,0,1,WA,Seattle
Small,335000,5.0,1,0,1,WA,Seattle
Large,210000,2.0,0,0,1,WA,Seattle
Medium,270000,13.0,0,0,0,NY,Armonk
Small,127000,2.0,1,0,0,IL,Chicago
Small,128000,2.0,0,0,1,VA,Arlington
Small,230000,10.0,1,0,0,CA,San Jose
Medium,471000,16.0,0,0,0,CA,San Francisco
Medium,131000,3.0,0,0,0,CA,San Francisco
Medium,328000,4.0,1,0,1,CA,San Francisco
Small,153000,1.0,1,0,0,CA,San Jose
Large,230000,5.0,1,0,0,WA,Seattle
Small,150000,4.0,1,0,0,CA,San Francisco
Small,168000,4.0,0,0,0,CA,San Francisco
Small,80000,2.0,0,0,0,WA,Bellevue
Small,142000,6.0,1,0,0,GA,Atlanta
Medium,213000,0.0,1,0,1,CA,Sunnyvale
Small,175000,1.0,1,0,0,CA,Sunnyvale
Large,184000,1.0,1,0,0,WA,Redmond
Small,116000,6.0,1,0,0,FL,Orlando
Small,170000,23.0,1,0,0,MI,Ann Arbor
Small,78000,3.0,1,0,0,GA,Atlanta
Large,300000,12.0,0,0,0,WA,Seattle
Medium,320000,8.0,0,0,1,WA,Seattle
Small,160000,3.0,1,0,0,CA,Sunnyvale
Large,210000,4.0,1,0,0,CA,Palo Alto
Large,250000,4.0,1,0,0,WA,Seattle
Medium,385000,6.0,1,0,0,CA,Cupertino
Medium,382000,7.0,0,0,1,CA,Cupertino
Small,180000,1.0,0,0,1,CA,San Francisco
Large,200000,2.0,1,0,0,CA,San Francisco
Large,176000,5.0,1,0,0,WA,Seattle
Large,160000,10.0,1,0,0,WA,Seattle
Small,280000,4.0,0,0,1,CA,San Francisco
Small,180000,3.0,0,0,1,CA,Sunnyvale
Medium,350000,7.0,0,0,0,CA,San Francisco
Large,220000,4.0,0,0,0,NY,New York
Medium,284000,11.0,1,0,0,CA,Mountain View
Large,235000,5.0,0,0,0,CA,Menlo Park
Small,135000,1.0,0,0,0,NY,New York
Large,247000,7.0,0,0,0,WA,Seattle
Small,125000,4.0,1,0,0,CA,Redwood City
Small,160000,5.0,1,0,0,DC,Washington
Small,127000,2.0,1,0,0,MA,Boston
Large,300000,11.0,1,0,0,CA,Fremont
Small,300000,2.0,0,0,1,WA,Seattle
Small,232000,6.0,0,0,0,CA,San Jose
Medium,256000,5.0,0,0,0,CA,San Francisco
Small,110000,5.0,1,0,0,NY,New York
Medium,220000,1.0,1,0,0,CA,Cupertino
Small,165000,3.0,0,0,0,CA,San Francisco
Small,109000,2.0,0,0,0,DC,Washington
Medium,246000,10.0,0,0,1,CA,Sunnyvale
Small,194000,3.0,0,0,0,NY,New York
Large,300000,20.0,1,0,0,CA,San Jose
Small,106000,1.0,0,0,0,TX,Houston
Large,212000,10.0,1,0,0,WA,Seattle
Small,180000,4.0,1,0,0,CA,Sunnyvale
Small,143000,10.0,1,0,0,WA,Seattle
Small,150000,2.0,1,0,0,AZ,Arizona City
Large,390000,5.0,1,0,1,CA,Berkeley
Small,222000,4.0,0,0,0,WA,Seattle
Small,150000,4.0,1,0,0,WA,Bellevue
Small,238000,6.0,1,0,0,CA,Mountain View
Medium,480000,20.0,1,0,0,CA,Los Angeles
Small,310000,9.0,1,0,1,CA,San Francisco
Small,102000,4.0,1,0,0,MN,Minneapolis
Medium,175000,10.0,1,0,0,CA,San Jose
Small,140000,0.0,0,0,1,NJ,Titusville
Large,151000,5.0,0,0,0,WA,Seattle
Large,250000,5.0,0,0,0,CA,San Diego
Medium,170000,3.0,0,1,0,CA,San Francisco
Large,205000,0.0,0,0,1,CA,Menlo Park
Large,220000,4.0,0,0,1,WA,Bellevue
Small,216000,2.0,1,0,0,CA,San Jose
Small,223000,10.0,0,0,1,CA,San Francisco
Large,185000,25.0,0,1,0,MA,Cambridge
Small,98000,0.0,0,1,0,TX,Dallas
Large,297000,2.0,0,0,1,WA,Seattle
Small,147000,1.0,0,0,1,OR,Hillsboro
Small,131000,1.0,0,0,1,WA,Seattle
Medium,197000,2.0,1,0,0,CA,Sunnyvale
Small,297000,13.0,1,0,0,CA,San Jose
Large,140000,3.0,1,0,0,WA,Seattle
Small,152000,5.0,1,0,0,WA,Redmond
Medium,246000,6.0,0,1,0,CA,Cupertino
Small,220000,8.0,0,0,0,WA,Seattle
Large,156000,0.0,1,0,0,NY,New York
Large,185000,4.0,1,0,0,CA,Sunnyvale
Medium,489000,12.0,0,0,0,CA,Mountain View
Small,102000,0.0,1,0,0,VA,Richmond
Medium,400000,17.0,1,0,0,CA,Cupertino
Small,40000,16.0,1,0,0,TX,Italy
Small,105000,1.0,1,0,0,NY,New York
Medium,240000,9.0,0,0,0,CA,Mountain View
Medium,160000,4.0,0,0,0,CA,San Francisco
Large,220000,4.0,0,0,0,NY,New York
Small,134000,1.0,0,0,0,CO,Denver
Small,170000,4.0,0,0,0,CA,San Francisco
Small,220000,4.0,0,0,0,CA,San Jose
Large,210000,0.0,0,0,1,CA,Menlo Park
Small,74000,3.0,0,0,0,OH,Berlin Center
Small,169000,5.0,0,1,0,NY,New York
Small,147000,3.0,1,0,0,CA,San Francisco
Small,78000,1.0,0,1,0,FL,Tampa
Small,120000,3.0,0,0,0,NY,New York
Medium,130000,3.0,1,0,0,NY,New York
Medium,200000,9.0,0,0,0,OH,Cleveland
Medium,289000,15.0,0,0,1,TX,Austin
Small,140000,1.0,0,0,1,MA,Boston
Small,185000,10.0,0,0,0,CA,San Francisco
Large,165000,1.0,0,0,1,WA,Seattle
Small,97000,0.0,0,0,0,CA,Los Angeles
Large,321000,15.0,0,0,0,CA,Menlo Park
Large,208000,3.0,0,0,0,CA,Menlo Park
Medium,220000,7.0,0,0,1,CA,Sunnyvale
Small,188000,5.0,0,0,0,NY,New York
Small,160000,4.0,1,0,0,CA,San Francisco
Small,203000,1.0,1,0,0,CA,San Francisco
Small,180000,5.0,0,0,0,MA,Boston
Large,177000,0.0,1,0,0,CA,Menlo Park
Small,385000,4.0,0,0,0,CA,San Francisco
Small,204000,0.0,0,0,1,CA,Santa Clara
Small,117000,2.0,0,1,0,CA,Redwood City
Small,104000,2.0,0,1,0,CA,San Francisco
Large,238000,2.0,0,0,0,CA,Sunnyvale
Small,123000,2.0,1,0,0,NY,New York
Small,150000,5.0,1,0,0,AZ,Arizona City
Small,290000,15.0,0,0,0,CA,Campbell
Small,140000,4.0,0,0,0,CA,San Diego
Large,210000,3.0,0,0,0,CA,Menlo Park
Small,168000,1.0,1,0,0,CA,San Diego
Small,310000,7.0,0,0,0,CA,San Francisco
Small,195000,4.0,0,0,1,WA,Seattle
Small,196000,3.0,0,0,0,CA,South San Francisco
Small,270000,4.0,0,0,0,CA,San Francisco
Large,253000,5.0,0,1,0,CA,San Francisco
Medium,200000,0.0,1,0,0,CA,Cupertino
Small,77000,3.0,0,0,0,AZ,Phoenix
Small,346000,12.0,1,0,0,CA,San Jose
Medium,130000,2.0,0,0,0,CA,Sunnyvale
Small,85000,1.0,0,1,0,WA,Seattle
Large,325000,5.0,1,0,0,CA,San Francisco
Small,200000,25.0,0,0,0,OR,Beaverton
Small,215000,8.0,0,0,0,CA,San Mateo
Small,175000,2.0,0,0,1,CA,San Diego
Small,250000,10.0,0,0,0,NC,Charlotte
Large,212000,3.0,0,0,0,CA,Menlo Park
Small,300000,10.0,0,0,0,CA,San Bruno
Small,194000,3.0,0,1,0,CA,Pleasanton
Small,176000,4.0,0,0,0,CA,San Francisco
Medium,215000,2.0,0,0,1,CA,Cupertino
Small,125000,3.0,1,0,0,AR,Bentonville
Large,340000,13.0,1,0,0,CA,Palo Alto
Medium,292000,15.0,0,0,1,CA,Cupertino
Small,400000,3.0,0,0,1,CA,Los Gatos
Large,162000,3.0,0,0,0,WA,Redmond
Small,260000,1.0,1,0,0,CA,San Jose
Large,150000,1.0,0,0,0,WA,Seattle
Small,180000,4.0,0,0,0,CA,Santa Monica
Small,115000,1.0,0,0,1,MI,Detroit
Small,473000,15.0,0,1,0,CA,Los Angeles
Small,155000,3.0,0,0,0,TX,Plano
Small,93000,4.0,0,1,0,DC,Washington
Medium,154000,6.0,1,0,0,CA,Sunnyvale
Medium,277000,9.0,0,0,1,CA,Mountain View
Small,260000,10.0,0,0,0,NY,New York
Small,250000,12.0,0,0,0,CA,San Diego
Small,106000,1.0,0,0,0,GA,Atlanta
Small,182000,3.0,0,0,0,CA,San Jose
Small,210000,2.0,1,0,0,CA,San Francisco
Small,350000,4.0,0,0,0,NY,New York
Small,280000,5.0,0,0,0,CA,San Jose
Small,245000,1.0,0,0,0,CA,San Francisco
Medium,407000,4.0,0,0,1,CA,Cupertino
Small,69000,0.0,0,1,0,TX,Dallas
Small,110000,3.0,0,0,0,ID,Boise
Large,212000,12.0,0,0,0,WA,Seattle
Small,212000,5.0,1,0,0,CA,San Francisco
Large,171000,3.0,0,0,0,WA,Redmond
Medium,330000,8.0,1,0,0,CA,Cupertino
Medium,60000,2.0,0,1,0,MO,Columbia
Small,100000,1.0,1,0,0,NY,New York
Large,280000,7.0,0,0,0,WA,Seattle
Small,135000,5.0,1,0,0,NJ,Bridgewater
Medium,110000,4.0,0,0,0,CO,Denver
Small,245000,5.0,1,0,0,NY,New York
Large,228000,3.0,0,1,0,CA,Menlo Park
Medium,386000,9.0,0,0,0,CA,San Francisco
Large,212000,7.0,0,0,0,WA,Seattle
Small,86000,4.0,0,0,0,OH,Berlin Center
Large,167000,1.0,0,1,0,CA,Menlo Park
Small,199000,3.0,0,0,0,CA,Sunnyvale
Small,240000,15.0,1,0,0,CT,Stamford
Small,150000,2.0,0,0,0,MA,Waltham
Small,205000,3.0,0,0,1,CA,Palo Alto
Medium,105000,4.0,0,1,0,OH,Columbus
Small,175000,2.0,0,0,0,CA,Los Angeles
Large,400000,6.0,0,0,0,WA,Seattle
Small,100000,0.0,0,0,0,NY,New York
Small,150000,5.0,0,0,0,CA,San Francisco
Medium,210000,8.0,0,0,0,WA,Seattle
Small,220000,8.0,0,0,0,NY,New York
Small,178000,6.0,0,1,0,NY,New York
Small,78000,2.0,0,0,0,AZ,Arizona City
Small,165000,9.0,0,1,0,TX,Dallas
Small,354000,7.0,1,0,0,CA,Santa Clara
Large,153000,5.0,1,0,0,WA,Seattle
Medium,195000,1.0,0,0,1,CA,San Francisco
Large,257000,15.0,0,1,0,WA,Seattle
Large,320000,10.0,0,0,0,WA,Seattle
Small,250000,16.0,0,0,0,NY,New York
Small,200000,0.0,0,1,0,CA,San Francisco
Large,207000,11.0,0,0,0,WA,Redmond
Medium,208000,7.0,0,1,0,CA,Sunnyvale
Medium,140000,5.0,1,0,0,CA,San Jose
Large,217000,5.0,0,0,0,CA,Menlo Park
Small,192000,0.0,0,1,0,CA,San Francisco
Large,205000,10.0,0,0,0,WA,Redmond
Small,175000,2.0,1,0,0,CA,Redwood City
Small,160000,12.0,1,0,0,DC,Washington
Small,222000,10.0,0,0,1,WA,Seattle
Small,160000,4.0,0,0,1,GA,Atlanta
Small,210000,4.0,0,1,0,CA,San Francisco
Large,126000,1.0,0,1,0,TN,Antioch
Large,310000,6.0,1,0,0,WA,Seattle
Large,209000,10.0,0,0,0,WA,Redmond
Medium,260000,15.0,0,0,0,CA,San Francisco
Small,300000,8.0,1,0,0,CA,San Francisco
Large,260000,5.0,0,0,1,WA,Seattle
Small,300000,6.0,0,0,0,CA,San Francisco
Small,325000,15.0,0,0,1,CA,San Francisco
Small,125000,20.0,1,0,0,NY,New York
Medium,217000,3.0,0,0,1,CA,San Francisco
Large,209000,2.0,0,0,1,WA,Redmond
Large,209000,5.0,1,0,0,WA,Redmond
Small,387000,4.0,0,0,0,WA,Seattle
Small,97000,2.0,0,1,0,OH,Cleveland
Large,248000,15.0,1,0,0,WA,Redmond
Small,276000,8.0,0,0,1,CA,San Francisco
Small,220000,5.0,0,0,0,CA,San Francisco
Small,410000,10.0,0,0,0,CA,Los Gatos
Small,165000,7.0,0,1,0,OR,Portland
Medium,156000,3.0,1,0,0,CA,San Jose
Large,300000,7.0,1,0,0,WA,Seattle
Small,305000,6.0,0,0,1,CA,San Francisco
Large,170000,5.0,1,0,0,WA,Seattle
Large,234000,8.0,0,0,1,WA,Seattle
Large,201000,0.0,0,0,0,WA,Bellevue
Large,194000,3.0,1,0,0,WA,Bellevue
Small,180000,4.0,0,0,1,MA,Boston
Large,400000,16.0,0,0,1,WA,Redmond
Small,167000,3.0,0,0,0,NY,New York
Small,255000,23.0,1,0,0,KS,Kansas City
Medium,350000,2.0,0,0,1,CA,Sunnyvale
Small,200000,2.0,0,0,0,NY,New York
Small,260000,7.0,0,0,1,WA,Seattle
Small,245000,5.0,0,1,0,CA,San Francisco
Small,190000,8.0,0,0,0,CA,San Francisco
Small,75000,3.0,0,1,0,IL,Chicago
Small,194000,15.0,1,0,0,NY,New York
Small,105000,9.0,1,0,0,NC,Charlotte
Small,134000,5.0,1,0,0,NJ,Bridgewater
Large,220000,1.0,0,0,0,WA,Seattle
Medium,145000,5.0,1,0,0,NY,Armonk
Large,170000,3.0,1,0,0,TX,Austin
Small,280000,6.0,0,0,0,CA,San Jose
Small,81000,0.0,0,1,0,PA,Philadelphia
Small,138000,4.0,1,0,0,TX,Austin
Small,193000,5.0,0,0,1,CA,Santa Clara
Medium,228000,0.0,0,0,1,CA,Sunnyvale
Small,205000,9.0,0,0,0,NY,New York
Small,188000,6.0,1,0,0,NY,New York
Large,320000,9.0,1,0,0,WA,Redmond
Small,103000,1.0,0,1,0,CT,Shelton
Small,200000,9.0,0,0,0,OR,Hillsboro
Large,194000,5.0,0,0,1,WA,Bellevue
Small,110000,5.0,0,0,0,CT,Hartford
Small,122000,5.0,1,0,0,IL,Chicago
Large,227000,3.0,0,1,0,WA,Redmond
Large,168000,5.0,1,0,0,WA,Redmond
Large,229000,0.0,0,0,1,WA,Bellevue
Large,250000,8.0,1,0,0,WA,Seattle
Small,195000,2.0,0,0,0,WA,Bellevue
Small,100000,2.0,1,0,0,CA,San Jose
Large,154000,0.0,0,0,0,WA,Seattle
Large,236000,5.0,0,1,0,CA,San Francisco
Small,152000,3.0,1,0,0,CA,Los Angeles
Small,200000,1.0,0,0,0,CA,San Francisco
Medium,240000,4.0,0,0,0,CA,Cupertino
Small,270000,22.0,0,1,0,OR,Portland
Small,88000,5.0,0,0,0,NY,New York
Small,92000,2.0,0,0,0,RI,Woonsocket
Small,270000,1.0,0,0,0,CA,San Francisco
Small,150000,1.0,0,0,1,MA,Boston
Large,225000,1.0,1,0,0,WA,Seattle
Small,217000,5.0,0,0,0,CA,San Francisco
Small,309000,5.0,0,0,1,WA,Seattle
Small,90000,2.0,1,0,0,IN,Indianapolis
Large,710000,13.0,0,0,0,WA,Seattle
Small,96000,3.0,0,0,0,CA,San Jose
Small,233000,0.0,0,0,0,CA,Sunnyvale
Small,95000,5.0,1,0,0,PA,Newtown Square
Small,463000,5.0,0,0,0,CA,San Francisco
Large,240000,7.0,0,0,0,WA,Seattle
Small,198000,6.0,1,0,0,CA,Mountain View
Small,200000,2.0,0,0,0,CA,Santa Clara
Small,146000,2.0,1,0,0,MA,Boston
Small,330000,4.0,0,0,0,CA,San Francisco
Large,220000,5.0,1,0,0,CA,Menlo Park
Medium,144000,2.0,1,0,0,NY,Armonk
Medium,110000,0.0,1,0,0,NY,New York
Small,200000,0.0,0,1,0,CA,San Francisco
Small,136000,3.0,0,0,0,DC,Washington
Small,170000,1.0,0,0,0,NY,New York
Small,110000,3.0,1,0,0,NY,New York
Small,90000,3.0,0,1,0,VA,Fairfax
Small,164000,1.0,1,0,0,CA,San Francisco
Medium,274000,20.0,0,0,1,CA,Irvine
Large,156000,2.0,0,0,1,WA,Seattle
Small,385000,8.0,0,0,0,CA,San Francisco
Small,115000,3.0,1,0,0,TX,San Antonio
Small,216000,3.0,0,0,0,CA,San Francisco
Large,290000,4.0,0,1,0,CA,Menlo Park
